app_name,task_desc,hash,n_actions,actions,groundtruth,guardian,guardian_strict_eval,guardian_action_eval
camera,open the last picture I took,01e2f71918a4dd3967a0ae182eb8cca6e7cd2036df595c471d864075f1f6e99e,2,"[{'action': 'click', 'text': None, 'content-desc': 'View last captured media', 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""View last captured media""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""View last captured media""
-ACTION 3: touched on button that has content-desc ""Shutter""
-ACTION 4: touched on button that has content-desc ""Settings""
-ACTION 5: touched on button that has class name ""android.widget.ImageButton""
-ACTION 6: touched on button that has content-desc ""Video""
-ACTION 7: touched on button that has resource-id ""top_options""
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, true, false, false, false, false, false, false, false, false, false, false, false, false, false]"
camera,print the last picture I took as pic3.jpg,662705099f4ea6e5024a1b00b92256e07cba74c876f8ee1a1d35e3412f191c88,6,"[{'action': 'click', 'text': None, 'content-desc': 'View last captured media', 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'More options', 'input_text': None}, {'action': 'click', 'text': 'Print', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Save to PDF', 'input_text': None}, {'action': 'click', 'text': 'SAVE', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""View last captured media""
- ACTION 2: touched on a button that has content-desc ""More options""
- ACTION 3: touched on a button that has text ""Print""
- ACTION 4: touched on a button that has content-desc ""Save to PDF""
- ACTION 5: touched on a button that has text ""SAVE""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""View last captured media""
-ACTION 3: touched on button that has content-desc ""Shutter""
-ACTION 4: touched on button that has resource-id ""dialog_donate_image""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, true, false, false, false, false, false, false, false, false, false, false, false, false, false]"
camera,record a short video,d7bde5acb793b78e5728a5ae56c6471d1a387e466b08eb6ba4724dd3067e926e,4,"[{'action': 'click', 'text': 'Video', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Shutter', 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Shutter', 'input_text': None}]","- ACTION 1: touched on a button that has text ""Video""
- ACTION 2: touched on a button that has content-desc ""Shutter""
- ACTION 3: touched on a button that has content-desc ""Shutter""
","-ACTION 1: touched on button that has text ""Video""
-ACTION 2: touched on button that has content-desc ""Shutter""
-ACTION 3: touched on button that has content-desc ""Shutter""
-ACTION 4: touched on button that has content-desc ""Video""
-ACTION 5: touched on button that has resource-id ""top_options""
-ACTION 6: touched on button that has content-desc ""Toggle the timer mode""
-ACTION 7: touched on button that has text ""Video""
-ACTION 8: touched on button that has content-desc ""Shutter""
-ACTION 9: touched on button that has content-desc ""Video""
-ACTION 10: touched on button that has resource-id ""top_options""
-ACTION 11: touched on button that has content-desc ""Resolution""
-ACTION 12: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 13: touched on button that has content-desc ""Settings""
-ACTION 14: touched on button that has text ""Customize colors (Locked)""
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[true, true, false, false, false, false, false, false, false, false, false, false, false, false, false]"
camera,rename the last photo to 'sunset',2d4caf6bbfdc3d4bb5cab7c76b7463417bfd3cc125ad5dbeafa4b614fa73c266,6,"[{'action': 'click', 'text': None, 'content-desc': 'View last captured media', 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'More options', 'input_text': None}, {'action': 'click', 'text': 'Rename', 'content-desc': None, 'input_text': None}, {'action': 'set_text', 'text': 'IMG_20230701_110654', 'content-desc': None, 'input_text': 'sunset'}, {'action': 'click', 'text': 'OK', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""View last captured media""
- ACTION 2: touched on a button that has content-desc ""More options""
- ACTION 3: touched on a button that has text ""Rename""
- ACTION 4: filled a focused textfield that has text ""IMG_20230701_110654"" with the text ""sunset""
- ACTION 5: touched on a button that has text ""OK""
","-ACTION 1: touched on button that has content-desc ""View last captured media""
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Customize colors (Locked)""
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[true, false, false, false, false, false, false, false, false, false, false, false, false, false, false]"
camera,resize the last photo to 1000:473,3d888c7712cfaa77182531a889141279aaede4aedf48823c3b3717eff08e91f8,7,"[{'action': 'click', 'text': None, 'content-desc': 'View last captured media', 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'More options', 'input_text': None}, {'action': 'click', 'text': 'Resize', 'content-desc': None, 'input_text': None}, {'action': 'set_text', 'text': '1280', 'content-desc': None, 'input_text': '1000'}, {'action': 'click', 'text': 'OK', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': 'Yes', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""View last captured media""
- ACTION 2: touched on a button that has content-desc ""More options""
- ACTION 3: touched on a button that has text ""Resize""
- ACTION 4: filled a focused textfield that has text ""1280"" with the text ""1000""
- ACTION 5: touched on a button that has text ""OK""
- ACTION 6: touched on a button that has text ""Yes""
","-ACTION 1: touched on button that has content-desc ""View last captured media""
-ACTION 2: touched on button that has content-desc ""Shutter""
-ACTION 3: touched on button that has content-desc ""Shutter""
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: touched on button that has content-desc ""View last captured media""
-ACTION 6: touched on button that has content-desc ""Resolution""
-ACTION 7: touched on button that has content-desc ""View last captured media""
-ACTION 8: touched on button that has content-desc ""Photo""
-ACTION 9: touched on button that has content-desc ""View last captured media""
-ACTION 10: touched on button that has content-desc ""Resolution""
-ACTION 11: touched on button that has content-desc ""Shutter""
-ACTION 12: touched on button that has content-desc ""View last captured media""
-ACTION 13: touched on button that has content-desc ""Video""
-ACTION 14: touched on button that has content-desc ""Resolution""
-ACTION 15: touched on button that has content-desc ""Shutter""
- ACTION 16: Task completed?
",0,"[true, false, false, false, false, false, false, false, false, false, false, false, false, false, false]"
camera,rotate right the last picture I took and save it as pic4.jpg,bb56b10db2d289f022cb73cbcf16c96a8387c5484d1596b4d26438dae515e336,7,"[{'action': 'click', 'text': None, 'content-desc': 'View last captured media', 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Rotate', 'input_text': None}, {'action': 'click', 'text': 'Rotate right', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Save as', 'input_text': None}, {'action': 'set_text', 'text': 'pic3', 'content-desc': None, 'input_text': 'pic4'}, {'action': 'click', 'text': 'OK', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""View last captured media""
- ACTION 2: touched on a button that has content-desc ""Rotate""
- ACTION 3: touched on a button that has text ""Rotate right""
- ACTION 4: touched on a button that has content-desc ""Save as""
- ACTION 5: filled a focused textfield that has text ""pic3"" with the text ""pic4""
- ACTION 6: touched on a button that has text ""OK""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""View last captured media""
-ACTION 3: touched on button that has content-desc ""Settings""
-ACTION 4: touched on button that has text ""Customize colors (Locked)""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, true, false, false, false, false, false, false, false, false, false, false, false, false, false]"
camera,set photo compression quality to 50%,5ba4dd4cd25c4a44cbe5072e5e656ca0483d95facd7b93b455d5395dd460b887,4,"[{'action': 'click', 'text': None, 'content-desc': 'Settings', 'input_text': None}, {'action': 'click', 'text': 'Photo compression quality', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': '50%', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Settings""
- ACTION 2: touched on a button that has text ""Photo compression quality""
- ACTION 3: touched on a button that has text ""50%""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Customize colors (Locked)""
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, true, false, false, false, false, false, false, false, false, false, false, false, false, false]"
camera,take a selfie,0d9c616066f560809bc32ed80dffecc58a6d80ad360142aff2344f6d820d6b33,3,"[{'action': 'click', 'text': None, 'content-desc': 'Toggle front/back camera', 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Shutter', 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Toggle front/back camera""
- ACTION 2: touched on a button that has content-desc ""Shutter""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 3: touched on button that has content-desc ""Shutter""
-ACTION 4: touched on button that has content-desc ""View last captured media""
-ACTION 5: touched on button that has resource-id ""top_options""
-ACTION 6: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 7: touched on button that has content-desc ""Shutter""
-ACTION 8: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 9: touched on button that has content-desc ""Shutter""
-ACTION 10: touched on button that has resource-id ""top_options""
-ACTION 11: touched on button that has content-desc ""Video""
-ACTION 12: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 13: touched on button that has content-desc ""Photo""
-ACTION 14: touched on button that has content-desc ""Shutter""
-ACTION 15: touched on button that has resource-id ""top_options""
- ACTION 16: Task completed?
",0,"[false, true, true, false, false, false, false, false, false, false, false, false, false, false, false]"
camera,take a short selfie video,dd5256dd5a2bcd685d3f70436e64d9c4d8490efe8c3566bd0538227554b097bf,5,"[{'action': 'click', 'text': 'Video', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Toggle front/back camera', 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Shutter', 'input_text': None}, {'action': 'click', 'text': 'go back', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has text ""Video""
- ACTION 2: touched on a button that has content-desc ""Toggle front/back camera""
- ACTION 3: touched on a button that has content-desc ""Shutter""
- ACTION 4: touched on a button that has text ""go back""
","-ACTION 1: touched on button that has text ""Customize colors (Locked)""
-ACTION 2: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 3: touched on button that has content-desc ""Shutter""
-ACTION 4: touched on button that has content-desc ""Shutter""
-ACTION 5: touched on button that has content-desc ""Toggle the flashlight mode""
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 8: touched on button that has text ""Video""
-ACTION 9: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 10: touched on button that has text ""Video""
-ACTION 11: touched on button that has content-desc ""Video""
-ACTION 12: touched on button that has content-desc ""Shutter""
-ACTION 13: touched on button that has content-desc ""Toggle the timer mode""
-ACTION 14: touched on button that has text ""Video""
-ACTION 15: touched on button that has content-desc ""Video""
- ACTION 16: Task completed?
",0,"[false, true, true, false, false, false, false, true, false, false, false, false, false, false, false]"
camera,use volume button as shutter,c2b4688591cf1f1d7c0406d59dcfd8bb4d1886c54f2bcd9f2e064d0a7c966e0b,3,"[{'action': 'click', 'text': None, 'content-desc': 'Settings', 'input_text': None}, {'action': 'click', 'text': 'Use volume buttons as shutter', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Settings""
- ACTION 2: touched on a button that has text ""Use volume buttons as shutter""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""Shutter""
-ACTION 3: touched on button that has content-desc ""Shutter""
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: touched on button that has content-desc ""Settings""
-ACTION 7: touched on button that has text ""Use volume buttons as shutter""
-ACTION 8: touched on button that has text ""Shutter sound""
-ACTION 9: touched on button that has text ""Customize colors (Locked)""
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, false, false, false, false, true, true, false, false, false, false, false, false, false, false]"
clock,Do not prevent the phone from entering sleep mode when the application is running in the foreground,b07c4ee0dd001c65590eee43e80fc2f27d8e9989a3df6c88383fab503a5d789e,3,"[{'action': 'click', 'text': None, 'content-desc': 'Settings', 'input_text': None}, {'action': 'click', 'text': 'Prevent phone from sleeping while the app is in foreground', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Settings""
- ACTION 2: touched on a button that has text ""Prevent phone from sleeping while the app is in foreground""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]"
clock,Set the snooze time to 5 minute,92c4b3d295c3654b900541bdbbd6b096d9943a117e7c9abe8ad5d8c0e0d09578,4,"[{'action': 'click', 'text': None, 'content-desc': 'Settings', 'input_text': None}, {'action': 'click', 'text': 'Max reminder duration', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': '5 minutes', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Settings""
- ACTION 2: touched on a button that has text ""Max reminder duration""
- ACTION 3: touched on a button that has text ""5 minutes""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]"
clock,Set the sorting order for alarms by 'Day and Alarm time',668d431af05d31bed0108a7ea78ea794f656fe312b49a00a4f971956dbef116a,5,"[{'action': 'click', 'text': 'Alarm', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': None, 'content-desc': 'Sort by', 'input_text': None}, {'action': 'click', 'text': 'Day and Alarm time', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': 'OK', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has text ""Alarm""
- ACTION 2: touched on a button that has content-desc ""Sort by""
- ACTION 3: touched on a button that has text ""Day and Alarm time""
- ACTION 4: touched on a button that has text ""OK""
","-ACTION 1: touched on button that has text ""OK""
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Start week on Sunday""
-ACTION 4: touched on button that has text ""Language""
-ACTION 5: touched on button that has content-desc ""Sort by""
-ACTION 6: touched on button that has text ""Day and Alarm time""
-ACTION 7: touched on button that has text ""Alarm time""
-ACTION 8: touched on button that has text ""Creation order""
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: touched on button that has text ""Clock""
-ACTION 11: touched on button that has text ""Alarm""
-ACTION 12: scrolled
-ACTION 13: touched on button that has text ""7:00 am""
-ACTION 14: touched on button that has text ""7:00 am""
-ACTION 15: touched on button that has text ""OK""
- ACTION 16: Task completed?
",0,"[true, false, false, false, true, true, true, false, false, false, true, false, false, false]"
clock,add a new timer of 5:00,9bcdd076f5562c7d4200011ee038d21f4b1fdaab18fdcb11618cd7e505ea2fdb,3,"[{'action': 'click', 'text': None, 'content-desc': 'New Timer', 'input_text': None}, {'action': 'click', 'text': 'OK', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""New Timer""
- ACTION 2: touched on a button that has text ""OK""
","-ACTION 1: touched on button that has text ""Cancel""
-ACTION 2: touched on button that has text ""Timer""
-ACTION 3: touched on button that has content-desc ""New Timer""
-ACTION 4: touched on button that has text ""05:00""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: filled a focused textfield that has text ""Study Session"" with the text ""5:00""
-ACTION 7: touched on button that has text ""05:00""
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: touched on button that has text ""Argon""
-ACTION 10: touched on button that has text ""Add a new sound""
-ACTION 11: touched on button that has text ""OK""
-ACTION 12: touched on button that has text ""Clock""
-ACTION 13: touched on button that has text ""Timer""
-ACTION 14: touched on button that has text ""05:00""
-ACTION 15: touched on button that has text ""05:00""
- ACTION 16: Task completed?
",0,"[false, true, true, false, false, false, false, false, false, false, true, false, false, false, false]"
clock,change alarm max reminder duration to 1 minute,ffb6293f8b9360e162200efa7e35a734591d6562d936aaa6c3cf02e9d885d1c9,4,"[{'action': 'click', 'text': None, 'content-desc': 'Settings', 'input_text': None}, {'action': 'click', 'text': 'Max reminder duration', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': '1 minute', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Settings""
- ACTION 2: touched on a button that has text ""Max reminder duration""
- ACTION 3: touched on a button that has text ""1 minute""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has text ""Cancel""
-ACTION 3: touched on button that has content-desc ""Settings""
-ACTION 4: touched on button that has text ""Max reminder duration""
-ACTION 5: touched on button that has text ""1 minute""
-ACTION 6: touched on button that has text ""Customize widget colors""
-ACTION 7: touched on button that has text ""OK""
-ACTION 8: touched on button that has text ""Language""
-ACTION 9: touched on button that has text ""7:00 am""
-ACTION 10: touched on button that has text ""Vibrate""
-ACTION 11: touched on button that has text ""Default (Cesium)""
-ACTION 12: scrolled
-ACTION 13: scrolled
-ACTION 14: scrolled
-ACTION 15: touched on button that has text ""Piezo Alarm""
- ACTION 16: Task completed?
",0,"[false, false, true, true, true, false, false, false, false, false, false, false]"
clock,change timer max reminder duration to 5 minutes,a516dfb18dd4a274cc98e0e0496cecc8cfbdd66af186cc64d37b947585e3faff,4,"[{'action': 'click', 'text': None, 'content-desc': 'Settings', 'input_text': None}, {'action': 'click', 'text': 'TIMER TAB', 'content-desc': None, 'input_text': None}, {'action': 'click', 'text': '5 minutes', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Settings""
- ACTION 2: touched on a button that has text ""TIMER TAB""
- ACTION 3: touched on a button that has text ""5 minutes""
","-ACTION 1: touched on button that has class name ""android.widget.ImageButton""
-ACTION 2: touched on button that has text ""Timer""
-ACTION 3: touched on button that has content-desc ""New Timer""
-ACTION 4: touched on button that has text ""05:00""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: filled a focused textfield that has text ""Study Session"" with the text ""5 minutes""
-ACTION 7: touched on button that has text ""05:00""
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: touched on button that has text ""Argon""
-ACTION 10: scrolled
-ACTION 11: scrolled
-ACTION 12: touched on button that has text ""Rooster Alarm""
-ACTION 13: touched on button that has text ""Scandium""
-ACTION 14: touched on button that has text ""Piezo Alarm""
-ACTION 15: scrolled
- ACTION 16: Task completed?
",0,"[false, false, false, false, false, false, false, false, false, false, false, false]"
clock,check the frequently asked questions,85714a746e19e3891e08dbeba826abb0e3a3c70d95d3eeccffdc80311c43b068,3,"[{'action': 'click', 'text': None, 'content-desc': 'About', 'input_text': None}, {'action': 'click', 'text': 'Frequently asked questions', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""About""
- ACTION 2: touched on a button that has text ""Frequently asked questions""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]"
clock,disable 'start week on sunday',e20ae11f388ec33d188ebc900d886b75baa997d9bcf51c9d9de57bf652e22c34,3,"[{'action': 'click', 'text': None, 'content-desc': 'Settings', 'input_text': None}, {'action': 'click', 'text': 'Start week on Sunday', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Settings""
- ACTION 2: touched on a button that has text ""Start week on Sunday""
","-ACTION 1: scrolled
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Start week on Sunday""
-ACTION 4: touched on button that has text ""Language""
-ACTION 5: touched on button that has content-desc ""Sort by""
-ACTION 6: touched on button that has text ""Day and Alarm time""
-ACTION 7: touched on button that has text ""Creation order""
-ACTION 8: touched on button that has text ""Alarm time""
-ACTION 9: touched on button that has text ""Cancel""
-ACTION 10: touched on button that has text ""Clock""
-ACTION 11: touched on button that has content-desc ""Settings""
-ACTION 12: touched on button that has text ""Start week on Sunday""
-ACTION 13: touched on button that has text ""Language""
-ACTION 14: touched on button that has text ""Alarm""
-ACTION 15: touched on button that has content-desc ""About""
- ACTION 16: Task completed?
",0,"[true, true, false, false, false, false, false, false, false, false, false, false, false, false]"
clock,open the clock page,d32b7330ba63a76650a6021ba77bd192ebf8235a3930fe035fd08246ea847fa5,2,"[{'action': 'click', 'text': 'Clock', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has text ""Clock""
","-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[false, false, false, false, false, false, false, false, false, false, false, false, false, false, false]"
clock,turn off always use same snooze time,67c41fd75ea7b8ea660a75895f3235febc71e2e4055223b024c9ad85f5646eab,3,"[{'action': 'click', 'text': None, 'content-desc': 'Settings', 'input_text': None}, {'action': 'click', 'text': 'Always use same snooze time', 'content-desc': None, 'input_text': None}]","- ACTION 1: touched on a button that has content-desc ""Settings""
- ACTION 2: touched on a button that has text ""Always use same snooze time""
","-ACTION 1: scrolled
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Prevent phone from sleeping while the app is in foreground""
-ACTION 4: touched on button that has text ""Start week on Sunday""
-ACTION 5: touched on button that has text ""Language""
-ACTION 6: touched on button that has text ""7:00 am""
-ACTION 7: touched on button that has text ""Vibrate""
-ACTION 8: touched on button that has text ""Default (Cesium)""
-ACTION 9: touched on button that has text ""Cancel""
-ACTION 10: touched on button that has text ""Vibrate""
-ACTION 11: touched on button that has text ""Default (Cesium)""
-ACTION 12: touched on button that has text ""OK""
-ACTION 13: touched on button that has text ""Vibrate""
-ACTION 14: touched on button that has text ""Default (Cesium)""
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
",0,"[true, false, false, false, false, false, false, false, false, false, false, false, false, false]"
