app_name,task_desc,gpt_gen_result,success,n_actions,soa,related_score,selected
calendar,Change the event type 'regular event' to 'deadlines',"Jade Green attempted to change the event type to 'deadlines', but the actions performed only resulted in filtering the events displayed on the Main page rather than changing the event type.",FAILURE,2,"- ACTION 1: Jade Green touched on a button that has text ""Deadlines""
- ACTION 2: Jade Green touched on a button that has content_desc ""Filter events by type""",,True
calendar,Change the snooze time to 30 min,"Jade Green successfully navigated to the ""Settings"" page and confirmed the snooze time is set to 30 minutes.",SUCCESS,3,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green touched on a button that has text ""Settings""
- ACTION 3: Jade Green scrolled down on a scrollable area that has text ""COLOR CUSTOMIZATION, Customize colors, Customize widget colors[...and more]""",,True
calendar,Change the view from monthly to yearly,"The task of changing the view from monthly to yearly was successfully completed, resulting in the display of a yearly calendar view for 2026.",SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""Change view""
- ACTION 2: Jade Green touched on a button that has text ""Yearly view""",,True
calendar,"Create a new event, the task is 'laundry', save it","The task to create and save a new event for ""laundry"" was not completed successfully, as Jade Green did not reach the event creation stage and instead navigated through several views without achieving the goal.",FAILURE,11,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green pressed ""BACK"" button to navigate back
- ACTION 3: Jade Green touched on a button that has content_desc ""Change view""
- ACTION 4: Jade Green pressed ""BACK"" button to navigate back
- ACTION 5: Jade Green touched on a button that has content_desc ""More options""
- ACTION 6: Jade Green pressed ""BACK"" button to navigate back
- ACTION 7: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/small_month_view""
- ACTION 8: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/month_view_background""
- ACTION 9: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/month_view_background""
- ACTION 10: Jade Green touched on a button that has content_desc ""Back""
- ACTION 11: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/month_view_background""",,True
calendar,Create an event of 'homework' with daily repetition and save it,The task to create an event of 'homework' with daily repetition and save it was not completed successfully. Jade Green navigated through various calendar views but did not reach the step to create or save an event.,FAILURE,11,"- ACTION 1: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/small_month_view""
- ACTION 2: Jade Green touched on a button that has content_desc ""Change view""
- ACTION 3: Jade Green pressed ""BACK"" button to navigate back
- ACTION 4: Jade Green touched on a button that has content_desc ""Back""
- ACTION 5: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/small_month_view""
- ACTION 6: Jade Green touched on a button that has content_desc ""Back""
- ACTION 7: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/small_month_view""
- ACTION 8: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/month_view_background""
- ACTION 9: Jade Green touched on a button that has content_desc ""Back""
- ACTION 10: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/small_month_view""
- ACTION 11: Jade Green touched on a button that has resource_id ""com.simplemobiletools.calendar.pro:id/month_view_background""",,True
calendar,Delete all the events in the Calendar app,The task was not completed as Jade Green decided to stop midway after encountering multiple steps and confirmations required to delete all events.,FAILURE,11,"- ACTION 1: Jade Green long touched on a button that has text ""M L King Day, All-day""
- ACTION 2: Jade Green touched on a button that has content_desc ""Delete""
- ACTION 3: Jade Green touched on a button that has text ""Delete all occurrences""
- ACTION 4: Jade Green touched on a button that has text ""Yes""
- ACTION 5: Jade Green long touched on a button that has text ""Presidents' Day, All-day""
- ACTION 6: Jade Green touched on a button that has content_desc ""Delete""
- ACTION 7: Jade Green touched on a button that has text ""No""
- ACTION 8: Jade Green touched on a button that has content_desc ""More options""
- ACTION 9: Jade Green touched on a button that has text ""Delete all occurrences""
- ACTION 10: Jade Green touched on a button that has text ""Yes""
- ACTION 11: Jade Green long touched on a button that has text ""Human Rights Day, All-day""",,True
calendar,Disable start week on Sunday,Jade Green navigated to the Settings page but did not perform the necessary actions to disable the week starting on Sunday.,FAILURE,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green touched on a button that has text ""Settings""",,True
calendar,Export the events to test.ics under DCIM folder,"Jade Green attempted to export events to a file but did not successfully complete the task, as the actions taken did not lead to the intended outcome.",FAILURE,11,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green pressed ""BACK"" button to navigate back
- ACTION 3: Jade Green touched on a button that has content_desc ""More options""
- ACTION 4: Jade Green touched on a button that has text ""Settings""
- ACTION 5: Jade Green touched on a button that has content_desc ""Back""
- ACTION 6: Jade Green touched on a button that has content_desc ""More options""
- ACTION 7: Jade Green pressed ""BACK"" button to navigate back
- ACTION 8: Jade Green touched on a button that has content_desc ""More options""
- ACTION 9: Jade Green pressed ""BACK"" button to navigate back
- ACTION 10: Jade Green touched on a button that has content_desc ""More options""
- ACTION 11: Jade Green touched on a button that has text ""Settings""",,True
calendar,Search the task 'homework',"The task to search for ""homework"" resulted in no items found, indicating that there are no entries matching ""homework"" in the current calendar.",SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""Search""
- ACTION 2: Jade Green filled a focused textfield that has text ""Search"" with the text ""homework""",,True
calendar,Use 24 hour formats in the Calendar app,"The task of using the 24-hour time format in the Calendar app was successfully accomplished by accessing the settings and confirming the checkbox for ""Use 24-hour time format"" is checked.",SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green touched on a button that has text ""Settings""",,True
camera,Add the last photo to favorite,The task to add the last photo to favorites was successfully completed by toggling the favorite button on the media viewing interface.,SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""View last captured media""
- ACTION 2: Jade Green touched on a button that has content_desc ""Toggle favorite""",,True
camera,Check the size of the last photo i took,"Jade Green successfully checked the size of the last photo taken, although it was actually a video file that was last captured, with a size of 1.1 MB.",SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""View last captured media""
- ACTION 2: Jade Green touched on a button that has content_desc ""Properties""",,True
camera,Close the shutter sound,,FAILURE,1,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""",,True
camera,Delete the last photo I took,"The task was successfully completed, and the last photo taken was deleted and moved to the Recycle Bin.",SUCCESS,3,"- ACTION 1: Jade Green touched on a button that has content_desc ""View last captured media""
- ACTION 2: Jade Green touched on a button that has content_desc ""Delete""
- ACTION 3: Jade Green touched on a button that has text ""Yes""",,True
camera,Move the last photo i took to folder 'movies' in sd card,"The task was successfully completed by moving the last photo to the ""Movies"" folder on the SD card using the app's interface for file management.",SUCCESS,8,"- ACTION 1: Jade Green touched on a button that has content_desc ""View last captured media""
- ACTION 2: Jade Green touched on a button that has content_desc ""More options""
- ACTION 3: Jade Green touched on a button that has text ""Move to""
- ACTION 4: Jade Green touched on a button that has text ""Other folder""
- ACTION 5: Jade Green touched on a button that has text ""Internal""
- ACTION 6: Jade Green touched on a button that has text ""SD Card""
- ACTION 7: Jade Green touched on a button that has text ""Movies, 0 items""
- ACTION 8: Jade Green touched on a button that has text ""> Movies""",,True
camera,Open the last picture I took,"Jade Green successfully opened the last picture taken, ""IMG_20251231_103938.jpg"", and accessed options to interact with it, such as editing, sharing, and deleting.",SUCCESS,1,"- ACTION 1: Jade Green touched on a button that has content_desc ""View last captured media""",,True
camera,Print the last picture I took as pic3.jpg,"Jade Green successfully renamed the last captured image to ""pic3.jpg"" and saved it as a PDF in the ""Downloads"" folder.",SUCCESS,7,"- ACTION 1: Jade Green touched on a button that has content_desc ""View last captured media""
- ACTION 2: Jade Green touched on a button that has content_desc ""More options""
- ACTION 3: Jade Green touched on a button that has text ""Print""
- ACTION 4: Jade Green touched on a button that has text ""Select a printer""
- ACTION 5: Jade Green touched on a button that has text ""Save as PDF""
- ACTION 6: Jade Green touched on a button that has content_desc ""Save to PDF""
- ACTION 7: Jade Green filled a textfield that has text ""IMG_20251231_103938.jpg"" with the text ""pic3.jpg""",,True
camera,Record a short video,Jade Green successfully recorded a short video by switching to video mode and starting the recording.,SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has text ""Video""
- ACTION 2: Jade Green touched on a button that has content_desc ""Shutter""",,True
camera,Rename the last photo to 'sunset',"Jade Green successfully renamed the last photo from ""IMG_20260111_175548"" to ""sunset"" using the app's renaming functionality.",SUCCESS,5,"- ACTION 1: Jade Green touched on a button that has text ""Photo""
- ACTION 2: Jade Green touched on a button that has content_desc ""View last captured media""
- ACTION 3: Jade Green touched on a button that has content_desc ""More options""
- ACTION 4: Jade Green touched on a button that has text ""Rename""
- ACTION 5: Jade Green filled a focused textfield that has text ""IMG_20260111_175548"" with the text ""sunset""",,True
camera,Resize the last photo to 1000:473,"The last photo was successfully resized to dimensions 1000x473 and saved with the same file name, ""IMG_20260111_175548.jpg.""",SUCCESS,8,"- ACTION 1: Jade Green touched on a button that has content_desc ""View last captured media""
- ACTION 2: Jade Green touched on a button that has content_desc ""Edit""
- ACTION 3: Jade Green touched on a button that has content_desc ""Resize""
- ACTION 4: Jade Green touched on a checked checkbox that has text ""Keep aspect ratio""
- ACTION 5: Jade Green filled a focused textfield that has text ""902"" with the text ""1000""
- ACTION 6: Jade Green filled a textfield that has text ""1856"" with the text ""473""
- ACTION 7: Jade Green touched on a button that has text ""OK""
- ACTION 8: Jade Green touched on a button that has text ""OK""",,True
camera,Rotate right the last picture I took and save it as pic4.jpg,"The task was completed successfully, with the image being rotated to the right and saved as ""pic4.jpg"".",SUCCESS,10,"- ACTION 1: Jade Green touched on a button that has content_desc ""View last captured media""
- ACTION 2: Jade Green pressed ""BACK"" button to navigate back
- ACTION 3: Jade Green filled a focused textfield that has text ""pic3.jpg"" with the text ""pic4.jpg""
- ACTION 4: Jade Green pressed ""BACK"" button to navigate back
- ACTION 5: Jade Green pressed ""BACK"" button to navigate back
- ACTION 6: Jade Green pressed ""BACK"" button to navigate back
- ACTION 7: Jade Green touched on a button that has content_desc ""Rotate""
- ACTION 8: Jade Green touched on a button that has text ""Rotate right""
- ACTION 9: Jade Green touched on a button that has content_desc ""Save as""
- ACTION 10: Jade Green filled a focused textfield that has text ""IMG_20251231_103938"" with the text ""pic4""",,True
camera,Set photo compression quality to 50%,The task of setting the photo compression quality to 50% was already achieved as the current settings display this value. No further action was needed as the desired setting was already in place.,SUCCESS,1,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""",,True
camera,Take a selfie,"Jade Green successfully took a selfie by switching to the photo mode, toggling to the front camera, and pressing the shutter button.",SUCCESS,3,"- ACTION 1: Jade Green touched on a button that has text ""Photo""
- ACTION 2: Jade Green touched on a button that has content_desc ""Toggle front/back camera""
- ACTION 3: Jade Green touched on a button that has content_desc ""Shutter""",,True
camera,Take a short selfie video,"Jade Green successfully took a short selfie video by switching to video mode, toggling to the front camera, and using the shutter button to start and stop recording.",SUCCESS,4,"- ACTION 1: Jade Green touched on a button that has text ""Video""
- ACTION 2: Jade Green touched on a button that has content_desc ""Toggle front/back camera""
- ACTION 3: Jade Green touched on a button that has content_desc ""Shutter""
- ACTION 4: Jade Green touched on a selected button that has content_desc ""Shutter""",,True
camera,Use volume button as shutter,"The task was successfully completed as the ""Use volume buttons as shutter"" option is checked in the Settings page.",SUCCESS,1,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""",,True
clock,Add a new timer of 5:00,"Jade Green successfully added a new timer set to 5:00 on the Timer view of the Clock app. The Timer tab is now selected, displaying a countdown with the specified time.",SUCCESS,1,"- ACTION 1: Jade Green touched on a button that has text ""Timer""",,True
clock,Change alarm max reminder duration to 1 minute,The task of changing the alarm max reminder duration to 1 minute was successfully completed by selecting the appropriate duration option in the settings menu.,SUCCESS,3,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""
- ACTION 2: Jade Green touched on a button that has text ""Max reminder duration, 5 minutes""
- ACTION 3: Jade Green touched on a button that has text ""1 minute""",,True
clock,Change timer max reminder duration to 5 minutes,The task to change the timer max reminder duration to 5 minutes was successfully completed by selecting the appropriate option in the Settings menu.,SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""
- ACTION 2: Jade Green touched on a button that has text ""Max reminder duration""",,True
clock,Check the frequently asked questions,Jade Green successfully navigated to the FAQ page and accessed the frequently asked questions related to the app.,SUCCESS,3,"- ACTION 1: Jade Green scrolled down on a scrollable area that has text ""8:12:35 PM, Sun, 11 Jan""
- ACTION 2: Jade Green touched on a button that has content_desc ""About""
- ACTION 3: Jade Green touched on a button that has text ""Frequently asked questions""",,True
clock,Disable 'start week on sunday',"The task was successfully completed by unchecking the ""Start week on Sunday"" option in the Settings menu.",SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""
- ACTION 2: Jade Green touched on a checked checkbox that has text ""Start week on Sunday""",,True
clock,Do not prevent the phone from entering sleep mode when the application,The task of ensuring the phone does not prevent entering sleep mode when the application is in use was successfully completed by unchecking the relevant option in the settings.,SUCCESS,3,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""
- ACTION 2: Jade Green touched on a checkbox that has text ""Prevent phone from sleeping while the app is in fo[...]""
- ACTION 3: Jade Green touched on a checked checkbox that has text ""Prevent phone from sleeping while the app is in fo[...]""",,True
clock,Open the clock page,"Jade Green successfully navigated to the main clock page, which displays the current time and date, along with options for alarm, stopwatch, and timer functions. The task was completed without unnecessary steps.",SUCCESS,1,- ACTION 1: Jade Green waited for a loading state to finish,,True
clock,Set the snooze time to 5 minute,"Jade Green successfully set the snooze time to 5 minutes by enabling the ""Always use same snooze time"" option and confirming the snooze time displayed as 5 minutes in the settings.",SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""
- ACTION 2: Jade Green touched on a button that has text ""Always use same snooze time""",,True
clock,Set the sorting order for alarms by 'Day and Alarm time',Jade Green successfully set the sorting order for alarms by 'Day and Alarm time' in the Clock app.,SUCCESS,7,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""
- ACTION 2: Jade Green scrolled down on a scrollable area that has text ""COLOR CUSTOMIZATION, Customize colors, Customize widget colors[...and more]""
- ACTION 3: Jade Green scrolled down on a scrollable area that has text ""Customize widget colors, GENERAL, Prevent phone from sleeping while the app is in fo[...][...and more]""
- ACTION 4: Jade Green touched on a button that has content_desc ""Back""
- ACTION 5: Jade Green touched on a button that has text ""Alarm""
- ACTION 6: Jade Green touched on a button that has content_desc ""Sort by""
- ACTION 7: Jade Green touched on a button that has text ""Day and Alarm time""",,True
clock,Turn off always use same snooze time,"Jade Green successfully turned off the ""Always use same snooze time"" option by unchecking the corresponding checkbox in the Settings page, which resulted in the removal of related snooze settings and the addition of ""Max reminder duration"" widgets.",SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""
- ACTION 2: Jade Green touched on a checked checkbox that has text ""Always use same snooze time""",,True
clock,Turn off increase volume gradually,"The task to turn off the ""Increase volume gradually"" setting was not accomplished because only the navigation to the Settings screen was performed, and no further actions were taken to interact with the specific setting.",FAILURE,1,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""",,True
clock,Turn on the '7:00 am' alarm clock vibration function,Jade Green successfully navigated to the alarm settings and accessed the option to enable vibration for the 7:00 am alarm.,SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has text ""Alarm""
- ACTION 2: Jade Green touched on a button that has text ""7:00 am, Mon, Tue, Wed, Thu, Fri""",,True
contacts,Add contact Bob to Favorites,"The task of adding Bob to favorites was successfully completed after navigating through contact views and toggling the favorite status. However, there were some unnecessary steps taken, such as re-searching for the contact after already toggling the favorite status.",SUCCESS,8,"- ACTION 1: Jade Green scrolled down on a scrollable area that has text ""Smith Smith, John Smith, 1234567890[...and more]""
- ACTION 2: Jade Green touched on a button that has text ""Stephen Bob""
- ACTION 3: Jade Green touched on a button that has content_desc ""Toggle favorite""
- ACTION 4: Jade Green pressed ""BACK"" button to navigate back
- ACTION 5: Jade Green scrolled down on a scrollable area that has text ""Smith Smith, John Smith, 1234567890[...and more]""
- ACTION 6: Jade Green touched on a textfield that has text ""Search""
- ACTION 7: Jade Green filled a focused textfield that has text ""Search"" with the text ""Bob""
- ACTION 8: Jade Green touched on a button that has text ""Stephen Bob""",,True
contacts,Change Bob's mobile number from '222222' to '12345678900',"The task to change Bob's mobile number from '222222' to '12345678900' was successfully completed, as evidenced by the updated number displayed on the ViewContact page.",SUCCESS,1,"- ACTION 1: Jade Green touched on a button that has text ""Stephen Bob""",,True
contacts,Change the font size of the Contacts app to medium,"Jade Green successfully navigated to the Settings page and identified the font size setting as ""Medium,"" indicating that the font size was already set to the desired size or had been changed correctly.",SUCCESS,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green touched on a button that has text ""Settings""",,True
contacts,"Create a new contact Stephen Bob, mobile number 12345678900","The contact ""Stephen Bob"" was successfully created with the mobile number ""12345678900"" on the EditContact page.",SUCCESS,3,"- ACTION 1: Jade Green touched on a button that has content_desc ""Create new contact""
- ACTION 2: Jade Green filled a textfield that has text ""First name"" with the text ""Stephen""
- ACTION 3: Jade Green filled a textfield that has text ""Surname"" with the text ""Bob""",,True
contacts,"Create a new group 'Classmates',add Alice,Bob and Jack to the new group,","The task to create a new group 'Classmates' and add Alice, Bob, and Jack was not fully completed, as Jack was not added and only Alice and Bob were included in the group. The task was stopped prematurely due to excessive steps and a decision to start a new task instead of completing the current one.",FAILURE,11,"- ACTION 1: Jade Green touched on a button that has text ""Groups""
- ACTION 2: Jade Green touched on a button that has content_desc ""Create group""
- ACTION 3: Jade Green filled a focused textfield that has text ""Title"" with the text ""Classmates""
- ACTION 4: Jade Green touched on a button that has text ""OK""
- ACTION 5: Jade Green touched on a button that has text ""Classmates (0)""
- ACTION 6: Jade Green touched on a button that has text ""Add contacts""
- ACTION 7: Jade Green touched on a checkbox that has resource_id ""com.simplemobiletools.contacts.pro:id/contact_checkbox""
- ACTION 8: Jade Green touched on a checkbox that has resource_id ""com.simplemobiletools.contacts.pro:id/contact_checkbox""
- ACTION 9: Jade Green touched on a button that has text ""OK""
- ACTION 10: Jade Green long touched on a button that has text ""Stephen Bob""
- ACTION 11: Jade Green touched on a button that has content_desc ""More options""",,True
contacts,Delete contact Bob,"The attempt to delete the contact ""Bob"" was unsuccessful because the search resulted in ""No items found,"" indicating that ""Bob"" is not in the contacts list.",FAILURE,2,"- ACTION 1: Jade Green touched on a button that has content_desc ""Search""
- ACTION 2: Jade Green filled a focused textfield that has text ""Search"" with the text ""Bob""",,True
contacts,Disable showing the dial pad button on the main screen,The task of disabling the dial pad button on the main screen was completed successfully by unchecking the corresponding checkbox in the settings.,SUCCESS,4,"- ACTION 1: Jade Green touched on a button that has content_desc ""Settings""
- ACTION 2: Jade Green scrolled down on a scrollable area that has text ""COLOR CUSTOMIZATION, Customize colors, GENERAL[...and more]""
- ACTION 3: Jade Green touched on a checkbox that has text ""Show a dialpad button on the main screen""
- ACTION 4: Jade Green touched on a checked checkbox that has text ""Show a dialpad button on the main screen""",,True
contacts,Export contacts to a .vcf file 'classmate.vcf'',,FAILURE,3,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green touched on a button that has text ""Export contacts to a .vcf file""
- ACTION 3: Jade Green filled a textfield that has text ""contacts_2026_01_11_19_39_28"" with the text ""classmate""",,True
contacts,Open Bob's information page and call him,"The task of opening Bob's information page and calling him was successfully completed, resulting in a call being initiated with Bob.",SUCCESS,1,"- ACTION 1: Jade Green touched on a button that has content_desc ""Call contact""",,True
contacts,Open dialpad and call 911,"The task of opening the dialpad and calling 911 was successfully completed, resulting in an active call on the in-call interface.",SUCCESS,4,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green touched on a button that has text ""Dialpad""
- ACTION 3: Jade Green filled a focused textfield that has resource_id ""com.simplemobiletools.dialer:id/dialpad_input"" with the text ""911""
- ACTION 4: Jade Green touched on a button that has content_desc ""Call number""",,True
contacts,Send a text message to Bob with the following content:'Goodmorning',"Jade Green successfully sent a text message to Bob with the content ""Goodmorning"" and confirmed the message was visible in the conversation thread.",SUCCESS,1,"- ACTION 1: Jade Green touched on a button that has text ""SMS""",,True
contacts,Show phone numbers in the list view,"Jade Green successfully navigated to the settings and ensured that phone numbers are shown in the list view by checking the ""Phone numbers"" checkbox.",SUCCESS,3,"- ACTION 1: Jade Green touched on a button that has content_desc ""More options""
- ACTION 2: Jade Green touched on a button that has text ""Settings""
- ACTION 3: Jade Green touched on a button that has text ""Manage shown contact fields""",,True
contacts,"Sort contacts based on ""Date created"" in descending order","The task was successfully completed as the contacts were sorted based on ""Date created"" in descending order after selecting the appropriate options from the sorting menu.",SUCCESS,1,"- ACTION 1: Jade Green touched on a button that has content_desc ""Sort by""",,True
dialer,Add contact Alice to favorites,The task of adding Alice to favorites was successfully completed by toggling the favorite option in her contact details view.,SUCCESS,5,"- ACTION 1: Jade Green long touched on a button that has text ""Alice""
- ACTION 2: Jade Green touched on a button that has content_desc ""More options""
- ACTION 3: Jade Green pressed ""BACK"" button to navigate back
- ACTION 4: Jade Green touched on a button that has content_desc ""View contact details""
- ACTION 5: Jade Green touched on a button that has content_desc ""Toggle favorite""",,True
